pid,citedpid
500486,541092
500486,654641
500486,654710
500486,1106431
816161,866032
967829,1048340
492823,134239
492823,412114
492823,613929
492823,783549
492823,827332
492823,983868
4179,208582
380260,747483
2607,399607
508212,242625
508212,409768
508212,409823
508212,409825
508212,541092
30680,2503
181688,2478
181688,2915
181688,858766
720195,508195
878371,2801
62018,176211
597149,242625
597149,317090
591955,591955
686611,18526
686611,490183
686611,490211
686611,686594
686611,796191
883091,34754
883091,48083
198672,2782
198672,6788
198672,357113
198672,496322
198672,717317
198672,794205
198672,1106743
502864,242654
502864,885882
508185,654641
508185,879992
1047342,2733
1047342,112447
1047342,204935
1047342,385121
1047342,432778
1047342,496282
1047342,502814
1047342,696045
1047342,769535
1047342,769572
1047342,769732
1047342,927808
1047342,991036
36865,829785
36865,1111271
291101,78173
291101,132342
291101,592224
341776,103473
341776,103493
25370,323290
25370,380266
25370,508185
25370,696096
25370,879992
25370,1030151
53298,2250
1058807,359238
915975,880027
512831,778248
402193,161394
402193,323232
402193,544157
402193,776624
402193,1029632
402193,1036171
402193,1070544
644922,587149
368238,161389
368238,190894
368238,827115
880722,778235
880722,783666
558004,778248
1074012,1120236
155037,15995
155037,112702
155037,326096
675072,341744
319341,478023
319341,502823
677616,242580
677616,323290
677616,654641
677616,747483
654646,300121
654646,405449
654646,747506
654646,747515
654646,879991
654646,879992
654646,1030151
638305,112454
638305,769572
638305,1047342
991024,2778
2801,2991
2801,829771
426849,261822
426849,328826
426849,769566
426849,915123
367940,686555
367940,773110
799820,242625
799820,317104
799820,321725
799820,654641
799820,859126
799820,880027
108554,217297
108554,996594
534274,438465
501715,93167
554276,26158
554276,673986
24180,586928
869111,291072
769542,2764
769542,479352
769542,686434
769542,688778
769542,696066
769542,696089
769542,927790
866258,26158
866258,258436
1124360,6788
1124360,362345
1124360,377581
1124360,456690
1124360,496322
1124360,500510
1124360,794205
1124360,1005334
1124360,1106743
371278,18956
371278,628566
3153,289
3094,407
3094,1474
223269,223263
508342,356428
508342,404014
794154,432747
794154,638256
446623,496322
446623,960863
927813,2728
927813,2733
927813,2767
927813,264569
927813,541092
927813,720186
927813,862575
927813,980706
4989,4996
151581,417409
151581,686667
151581,773110
699406,192660
691763,1050127
919781,455580
919781,852784
919781,852811
919781,852815
919781,852819
919781,919783
261002,352003
261002,789887
261002,872661
261002,919742
305474,48269
305474,48273
305474,395526
305474,710575
305474,710615
305474,783456
403487,675085
768862,63576
768862,212831
768862,259987
768862,510423
768862,904040
591907,983249
528515,2895
528515,16181
528515,367879
909915,151581
909915,796223
855345,1122728
421071,835615
421071,880001
413514,608685
396037,367876
1047354,112454
1047354,112489
1047354,654641
502869,2778
502869,879461
502869,927792
502869,927794
820532,437809
993919,773036
775091,539685
432722,632941
747503,880027
747503,1030151
816179,866093
569381,151511
569381,356310
1053835,477795
1053835,1125499
242580,880027
604198,1100520
1106743,6788
1106743,105682
1106743,357113
1106743,456690
1106743,500510
1106743,508195
1106743,794205
1106743,1005334
5883,757570
396061,151516
784178,343735
787589,301651
787589,489915
787589,644926
787589,799306
787589,1111271
489919,16022
489919,404101
489919,1011209
502797,162851
502797,261822
502797,479352
502797,696064
502797,696066
502797,720208
979663,221695
979663,827148
525342,614474
525342,775081
525342,787900
525342,787908
525342,922474
525342,968118
2483,2567
2483,788811
217319,859015
705569,2852
2728,204935
2728,541092
2728,769721
2728,862575
794168,161389
71863,797181
496327,347185
496327,479378
496327,827104
1126401,82896
508414,587071
508414,628559
79070,134239
79070,412114
79070,492824
79070,827332
79070,983868
587069,16093
587069,797181
835636,770351
132472,720446
604309,23977
604309,787602
773110,816204
48264,261830
48264,456753
48264,926064
505630,219149
447065,478023
1047337,25461
1047337,479343
1047337,574757
1047337,605196
1047337,859086
1047337,874551
1047337,1013752
1047337,1101264
846257,340879
846257,894566
1137093,775081
1137093,1103407
604283,404101
604283,490044
604283,508361
604283,587034
604283,686667
216696,216535
216696,216537
216696,216538
946052,91328
946052,155037
946052,212831
946052,489915
946052,508346
946052,887288
2991,2801
638280,385105
638280,426812
638280,479352
638280,769578
638280,769713
409768,19860
409768,242578
409768,242580
409768,405506
409768,1030151
756429,579222
858570,2934
858570,36865
858570,334313
922143,16004
508186,242580
508186,409820
508186,409823
508186,747483
852837,946864
161434,105171
161434,123101
161434,380265
161434,508195
161434,654641
161434,879992
161434,1030151
615151,887310
340899,696106
340899,915124
340899,927790
99095,216535
99095,334166
99095,558004
99095,639585
201956,76014
201956,82741
884179,835562
918440,894805
565457,632705
565457,806338
610240,113098
610240,279888
502234,509499
1009482,91375
1009482,229310
1009482,421147
496317,479378
496317,541092
496317,696089
496317,720208
190894,6974
190894,421100
190894,849640
1117379,94200
648301,216537
773667,737265
856280,145224
856280,607482
4313,657828
686567,796223
292266,34754
292266,48083
292266,916873
356428,1012313
245784,301651
245784,343735
245784,644959
245784,784178
858766,784153
512679,773081
512679,784190
604317,157845
604317,604318
604317,686644
572534,532982
1059906,522273
1059906,778235
1059906,783666
267520,479352
267520,927790
356423,816209
975362,916881
1114669,946843
1114669,979663
328807,2737
328807,347158
328807,500510
328807,500520
328807,502823
328807,935790
2796,2789
499884,970862
449,4219
879492,654710
216219,2764
216219,2778
216219,479352
216219,686434
216219,696066
88062,3685
556288,63576
556288,574602
556288,574635
556288,904110
556288,982625
747506,242578
747506,879992
747506,880027
747506,1030151
88114,3699
88114,352012
88114,455572
88114,852815
88114,922474
88114,979663
666693,104120
291072,589277
291072,757563
63021,27591
63021,82741
63021,916887
489,47958
31009,25362
31009,79664
31009,357061
31009,500519
31009,508195
31009,654710
31009,879508
940410,279888
940410,1020451
1057774,675014
1057774,834747
528384,30870
528384,30895
528384,328840
775082,221695
775082,553428
775082,933381
63232,63297
63232,770333
296294,103468
296294,229301
501703,895771
48140,2684
48140,2688
48140,2700
48140,123162
48140,496282
48140,500510
48140,541092
632705,983249
696064,654710
696064,696066
710709,291127
41506,654641
41506,1047325
615140,268624
112789,103473
112789,341778
112789,341918
112789,404056
112789,554328
112789,636341
337925,112434
425836,82840
425836,341744
981572,403392
217408,217426
217408,229410
217408,356294
217408,604317
217408,604318
217408,1092481
616228,112465
616228,261822
616228,478023
616228,508195
616228,769535
616228,894541
144404,894805
334170,216535
334170,216537
403391,103427
403391,438413
639535,644930
582303,2250
528794,16276
528794,71849
528794,160992
669395,771009
621818,36865
621818,490066
621818,644959
621818,1111271
686678,421100
686678,622017
686678,796191
686678,849640
340884,30997
340884,346963
340884,496286
340884,696064
340884,769741
737165,607952
738006,87958
738006,784178
835882,389681
835882,674191
887285,421147
887285,490196
544157,161394
544157,776624
544157,1036171
544157,1070544
769572,2688
769572,2700
769572,2702
769572,2733
769572,48140
769572,123162
769572,421665
769572,432764
769572,496282
769572,541092
769572,654676
769572,915123
769572,915151
769572,927808
644947,23889
644947,829789
674931,157833
674931,796159
676808,77720
145219,918405
1062977,2737
1062977,25346
1062977,30997
1062977,347144
1062977,479378
1062977,496286
1062977,769741
1062977,915123
1062977,927790
396310,880027
243858,769559
243858,769578
63092,229301
63092,489951
63092,628562
36883,91374
36883,367909
36883,395999
36883,587106
36883,615164
63068,368185
437275,78173
437275,291077
437275,490040
437275,614047
437275,757563
4350,82741
1029336,479352
1029336,632941
615161,367910
545733,846347
455660,455658
432651,48140
432651,541092
432651,862578
432651,935790
889191,2737
889191,432778
889191,479385
889191,696045
889191,696053
917031,360048
917031,1042786
340839,357061
340839,479385
340839,502797
340839,508195
340839,654710
340839,879508
569327,367910
1052334,63232
1052334,157696
1052334,397424
1052334,674892
1052334,1048319
736785,747522
1027084,25487
1027084,141019
1027084,405490
1027084,421710
1027084,424895
1027084,432764
1027084,496296
1027084,541092
1027084,1051975
323234,7029
323234,421087
323234,686678
718132,741519
894719,542502
30992,479352
406603,82561
406603,377602
406603,393938
406603,1118685
2867,78147
2867,396088
2867,489915
2867,508346
2867,604229
2867,787585
2867,787589
2867,797281
2867,829793
639467,486204
935790,2733
935790,123162
935790,496282
935790,500520
935790,541092
2716,2700
2716,496290
2716,500509
2716,500510
2716,654710
2716,720206
2716,769746
340913,1083064
53577,687057
53577,720516
53577,829837
592866,1110699
245824,508389
245824,1059906
879986,649880
879986,883020
879986,980706
649876,817974
973139,78173
973139,455572
973139,554328
973139,592224
973139,628579
973139,636341
973139,757563
940717,103468
404092,356334
172886,172886
172886,778248
451167,188606
528372,112489
528372,654641
528372,822571
149891,1055616
684435,660634
684435,687092
684435,784178
684435,850326
3695,922472
6081,145224
6081,492431
4151,983868
688799,204833
688799,367473
688799,496296
688799,500524
688799,818003
688799,879478
688799,879479
688799,915148
688799,935778
688799,935797
30058,64961
30058,105693
30058,433525
30058,456690
491258,93272
491258,113161
491258,724124
636421,6788
636421,28186
636421,30058
636421,64961
636421,216538
636421,433500
636421,433525
636421,456690
636421,607466
636421,657828
636421,690582
636421,777051
636421,840900
636421,942778
636421,1125499
160989,2934
160989,217512
160989,787589
1013752,2756
1013752,25461
1013752,401920
1013752,479343
1013752,675014
1037472,6807
1037472,1106346
578493,2931
578493,510423
686594,773167
212174,856550
108952,167900
108952,827177
108952,946871
108952,1103407
302374,47958
302374,491273
223242,26158
63116,674873
367900,816161
367900,887339
16056,797192
7091,7087
167904,242580
167904,508186
167904,654641
167904,677613
167904,677616
167904,747483
167904,835615
28186,572583
28186,841674
229367,18579
749951,917248
894541,2778
894541,261822
894541,401936
894541,769535
132334,82840
132334,103427
132334,341744
48349,63576
48349,574599
48349,982624
1106431,508195
1106431,654641
1106431,654710
1106431,817969
1088,1020451
323260,6986
323260,770351
784153,579303
970930,112702
970930,326096
970930,946045
736766,242654
736766,483659
157833,421087
157833,770359
157833,796197
157833,835632
604318,157845
604318,229410
604318,686644
829771,569332
63090,161391
63090,323294
63090,479385
63090,628562
63090,654710
63090,1014467
63090,1029301
6595,741519
78291,16032
859129,323290
859129,380266
859129,508185
859129,542439
859129,677613
2702,2688
615228,151581
615228,773110
1020339,2684
1020339,2688
1020339,2700
1020339,2702
1020339,123162
1020339,421665
1020339,541092
1020339,654676
1020339,690843
1020339,696073
1020339,927808
4079,822588
5769,82741
151498,816162
987341,30992
987341,261822
987341,261856
987341,479343
987341,479385
987341,502852
987341,502869
987341,654710
987341,696073
987341,696089
987341,879461
987341,927796
132304,16296
132304,380161
132304,438466
132304,636341
1103009,261830
394407,894805
160978,155037
160978,855300
160978,1011209
103473,554328
103473,686594
103473,773167
1113838,23916
1113838,36890
1113838,281793
1113838,380154
1113838,508346
1113838,644946
1113838,797281
654030,260992
654030,352042
654030,455554
654030,946836
654030,1140556
1124326,6788
1124326,169509
1124326,433500
1124326,456690
1124326,524937
1124326,657828
1124326,674997
1124326,777051
1124326,840900
1124326,1005334
1124326,1118685
512698,53556
512698,343735
512698,773081
1092975,6815
1092975,657828
455572,78173
455572,592224
455572,775081
887282,18518
887282,268671
887282,816157
25461,347144
25461,347185
25461,500509
25461,654710
25461,696083
25461,859070
25461,859085
25461,859086
892477,300133
892477,736816
892477,879992
892477,880027
112513,340889
112513,479352
2751,34754
2751,323292
2751,357008
15956,16032
15956,569332
15956,797281
15956,816204
467203,867377
569347,151516
569347,367908
569347,686667
79664,409816
79664,817949
927794,2696
927794,2709
927794,2761
927794,2764
927794,421712
927794,479378
927794,479398
927794,496297
927794,834738
927794,862589
927794,879461
927794,879498
71768,2852
776621,835663
776621,879992
510457,170994
490040,554328
946063,27591
604253,1057925
644974,569353
829776,15930
40305,412037
836053,892618
777051,6788
777051,657828
777051,840900
1063769,916881
834747,479343
834747,479378
834747,859085
554744,405449
1133191,88114
1133191,444623
1133191,455572
1133191,525332
1133191,787908
1133191,922474
1133191,1133201
483659,242654
234968,286750
607464,216537
607464,749930
304423,2264
304423,93272
304423,113161
304423,486251
304423,491258
304423,724124
437112,242654
799365,36865
799365,644959
799365,1111271
346951,927790
217391,604360
990798,437809
990798,721205
141019,25487
141019,424895
141019,432764
141019,437179
141019,597170
141019,1050637
141019,1051975
141019,1118377
15964,1050146
105682,82561
105682,169509
105682,524937
105682,840900
188394,557916
188394,660591
188394,1011209
686642,421147
686642,887285
686642,887288
319326,605212
319326,1077538
319326,1112652
1011209,367908
1011209,367935
1011209,404101
1011209,686667
1011209,773154
607757,784178
553529,528697
674975,796198
7036,7029
7036,622017
7036,686678
7036,796191
179761,82741
1136916,1130362
885646,87930
490063,356349
1016180,642319
1121696,880027
648318,6802
6077,610599
398382,167904
398382,380270
398382,654641
428610,296407
428610,477794
428610,499378
1077537,157236
63576,82741
63576,259987
63576,916881
335390,607737
402177,516774
1117427,87930
1117427,648301
145247,918405
946853,82741
946853,221695
2934,36865
2934,644959
2934,787607
2934,1111271
161011,604232
151719,356473
151719,438465
151719,553733
151719,741518
151719,892678
151719,975448
557916,134968
557916,413569
496288,769741
496288,817949
496288,904390
108584,217320
108584,217451
108584,219149
2745,623929
6961,223263
851033,2767
851033,523349
257055,23916
257055,82840
257055,103427
257055,132338
257055,341744
3306,6043
328826,2782
328826,261822
328826,401933
328826,502836
328826,769566
328826,915123
328826,927815
859075,500494
859075,557254
972298,212174
490007,326146
490007,490006
879508,2684
879508,2688
879508,2700
879508,357061
879508,409825
879508,508195
879508,541092
879508,654710
879508,747558
528408,1030151
16296,103473
16296,103493
16296,103495
16296,554328
889429,62018
889429,509535
889429,769436
455719,404101
2684,500520
2684,508195
2684,696083
587071,27584
587071,103427
587071,341744
587071,356428
587071,404014
587071,797181
587071,797182
1131037,6856
1131037,883020
1131037,956566
455665,161410
455665,554372
455665,776636
2688,508195
2688,654710
2688,696083
686962,784141
4238,492824
4238,983868
597129,368230
597129,508209
597129,622017
3309,293
3309,2264
432698,496320
78077,399605
78077,489999
78077,644933
78077,783639
229398,7062
112735,161406
112735,544157
112735,776624
71840,1012313
787595,489895
787595,628562
1116092,6796
829819,797235
26188,774495
393913,204856
393913,579546
393913,935807
1060992,34754
1112652,1129764
53382,2250
90443,736767
607488,95591
132342,103495
132342,341776
132342,341918
132342,490038
132342,490040
132342,628579
1050640,75944
1050640,405449
1050640,421100
1050640,747515
1050640,1030151
296407,477794
296407,499378
243831,444528
245823,737167
245823,737191
426021,132334
367909,367934
508363,508362
508363,508364
508363,644899
370238,63232
370238,63297
695937,377651
6233,705477
432755,409768
432755,654641
245877,608685
940629,221695
940629,553428
940629,775082
940629,852837
333831,738021
894555,508195
894555,654710
894555,879508
894555,915123
380154,356310
380154,396071
380154,632263
380154,797281
765974,6832
25451,696094
528792,71852
528792,160999
528792,217512
112416,769559
112416,789859
773167,796191
1055616,657569
1019787,622183
1052333,396010
787908,352012
787908,775081
787908,787900
787908,789857
787908,919742
787908,919828
787908,922474
787908,979663
396031,151581
396031,367922
396031,773110
296275,774529
574757,25461
574757,479343
574757,915154
563149,188509
563149,333838
563149,334184
563149,348650
563149,557975
563149,684450
563149,773036
426744,326309
426744,393905
426744,479352
426744,502814
53261,2260
53261,878511
377607,690582
377607,775219
377607,1039406
6548,894805
6548,918440
554266,356473
554266,675085
1062971,688799
1062971,879478
1062971,879479
1062971,915148
1062971,935778
677613,242580
677613,323290
677613,409820
677613,508185
677613,508186
677613,654641
677613,677616
432778,123101
432778,242565
432778,654641
432778,696045
432778,696053
432778,747506
421072,835615
421072,1016180
274038,2713
274038,2720
274038,479385
479673,261856
479673,385121
479673,479385
479673,654641
932712,398417
6357,1738
6357,1860
340007,216538
340007,607944
591879,399607
644946,396071
644946,829792
437147,347185
437147,541092
622346,266865
622346,401933
622346,496317
622346,769528
622346,769543
622346,769558
622346,769566
622346,927815
421665,123162
421665,541092
421665,654676
108650,338473
108650,628583
759712,48269
759712,78173
759712,341776
759712,757563
36884,15950
36884,395999
36884,587068
36884,797181
36884,829817
63297,63232
63297,770333
1121017,604158
1121017,796223
597166,765121
3948,3877
356446,26158
356446,82840
356446,103427
356446,341744
5679,82741
5679,789864
228854,3705
228854,789895
228854,919781
228854,919785
228854,1111565
255570,587132
255570,597170
823198,606396
823198,823194
346774,303141
346774,1020451
834696,25443
834696,692483
834696,894719
2778,479378
2778,479398
2778,769739
922472,3705
922472,455528
922472,852811
922472,941076
922472,1111565
615193,229370
615193,998152
615193,1029631
286652,296275
286652,774529
580475,523502
580475,915151
628529,155152
554373,323235
554373,421100
23973,983281
489918,91375
489918,455686
489918,797244
489918,1009482
118621,523624
490066,16022
490066,36865
490066,229332
490066,644926
490066,1011209
490066,1111271
479352,696066
479352,869470
479352,980706
2724,242625
2724,508209
132407,132403
787622,587149
787622,706294
945985,157845
945985,1052332
945985,1096245
2709,2728
2709,221699
2709,479378
2709,769721
2709,862575
654448,654442
432747,79664
432747,272252
432747,500519
432747,541092
432747,690843
2624,331526
2624,933083
2624,1052009
1067000,167900
1067000,398417
1067000,553428
817969,242580
817969,409826
817969,654710
817969,880001
4647,179680
516685,91374
516685,151568
516685,686611
516685,796191
516685,887282
625460,657828
508386,508385
25323,204935
25323,508178
25323,557256
25323,859172
879499,2771
879499,479352
879499,496308
879499,696066
879499,720208
923873,789623
922206,922121
880541,134239
880541,412114
1095899,240343
1095899,1092975
633022,7005
633022,424895
225484,1036078
522464,54659
278,889429
356311,229301
421123,424931
421123,544254
78241,508389
1105410,1104686
421710,424895
421710,432764
421710,437179
1003669,63576
1003669,574599
1003669,982624
108590,2931
502836,2761
502836,2764
502836,261822
502836,496308
502836,496317
502836,696064
502836,696089
502836,769542
502836,769543
502836,769566
502836,915123
502836,927815
502836,980706
256,54659
380161,404056
500520,508212
500520,541092
500520,654641
975361,1140556
1103039,323292
1103039,696097
16004,16072
396304,880027
94543,25307
94543,500494
438231,212861
234788,425928
852808,946844
852808,946853
323235,421100
323235,554373
855349,983281
855349,1052332
389681,389681
389681,389697
809323,2684
809323,161434
809323,242565
809323,502869
809323,541092
809323,654641
809323,688785
809323,720195
809323,769732
809323,879507
809323,927808
809323,1030151
686590,157834
686590,421123
686590,424931
528637,71864
528637,508414
528637,628559
1103033,123177
1103033,479385
1103033,696045
1103033,769732
1103033,880027
340892,2696
340892,30870
340892,479398
340892,496305
340892,915123
409823,405449
409823,421100
409823,1030151
181714,245882
181714,737961
181714,784178
181714,784190
404101,356423
404101,622089
404101,686667
404101,773154
964892,204935
964892,357061
964892,508195
964892,720186
964892,747506
338473,628583
525367,261002
525367,872661
525367,922474
525367,1055226
906434,48083
906434,368238
906434,916871
348714,720516
295568,217385
295568,904032
4299,569801
796223,417409
796223,613480
3753,479352
431590,303141
431590,346774
628562,229301
628562,323294
628562,489895
2898,269889
2898,404101
2898,686667
604321,23918
604321,829791
604321,1050146
604321,1096245
41555,347144
41555,496286
41555,769741
41555,915123
41555,1062977
71807,108590
71807,161011
71807,217418
395457,404014
756928,501714
541107,19860
541107,880027
387,749951
866025,268671
822529,421100
822529,654641
822529,690829
822529,696092
249479,328834
249479,721205
249479,736785
352003,789887
352003,852811
352003,872661
352003,979663
3119,785
3119,1287
1060173,78133
1060173,946045
850326,133892
850326,687092
850326,784178
7029,490183
7029,490211
7029,686678
7029,796191
821403,264569
821403,500509
821403,769721
821403,1062975
489951,16024
489951,1029630
343015,740611
548976,855345
366050,424895
366050,1050637
784253,816703
536720,769739
331802,192792
455580,852784
455580,852819
496320,508195
496320,717317
496320,827092
816226,696893
2052,1924
365682,1044729
502792,261822
836050,286652
836050,757563
356424,7009
824,1704
479657,79664
479657,347144
479657,500519
91762,26158
91762,619336
219165,34765
985894,413750
985894,1036174
217512,16276
217512,36865
217512,490066
217512,787589
217512,1009482
217512,1011209
1067986,27591
1067986,82741
1067986,132209
1067986,675072
1067986,827332
1067986,916887
78119,16296
78119,173826
78119,380159
78119,628579
587067,15950
587067,797181
587067,797235
587067,829817
1760,99095
433450,6809
433450,6813
433450,796703
433450,877560
956572,72099
956572,82741
956572,421394
956572,840391
956572,964012
956572,973589
251912,437179
251912,541092
75944,405449
75944,421100
75944,747515
75944,1030151
1208,6344
386172,425928
5880,922103
5880,922143
5880,1128653
5186,5186
95591,6807
95591,607488
161418,242625
468070,6952
468070,6961
468070,157759
468070,603284
468070,615167
468070,733910
468070,776615
368230,7018
368230,7048
368230,508209
368230,622017
368230,849673
536776,479352
553521,1102824
326262,479352
323292,776621
323292,835663
323292,880027
665,4158
665,208582
665,492823
577750,880001
267455,357061
267455,479352
267455,654710
16072,16004
16072,151516
16072,396061
16072,569347
621653,216513
621653,1000560
340858,2761
340858,2771
340858,261844
340858,401933
340858,479352
340858,496308
340858,688778
340858,696066
340858,720208
340858,769543
340858,769566
340858,879499
682430,356473
682430,741518
1129515,367864
1129515,1036174
6344,933083
367916,91373
633814,114517
1050081,229410
191,1354
338339,970862
628632,404101
628632,489919
628632,1011209
63074,1036171
63074,1070544
341795,26158
341795,103490
341795,438509
341795,1044742
395994,367940
395994,399605
395994,686555
395994,783639
395994,797281
892763,438509
787584,508380
541092,300121
36912,348714
36912,829837
941088,455668
941088,1007099
736794,242578
736794,615387
736794,747522
2567,2483
350306,30905
350306,347185
350306,437147
350306,479378
350306,496296
350306,496327
350306,688801
350306,769558
350306,862573
350306,879461
916887,27591
916887,82741
216568,216670
216568,933174
323225,6983
323225,242625
323225,421041
323225,849640
622110,835663
622110,835664
622110,879991
622110,879992
787612,36865
787612,490064
787612,490066
787612,1011209
554372,6958
554372,421072
554372,776636
554372,835615
554372,1016180
554372,1081958
1571,333842
1103381,25307
1103381,94543
1103381,123101
1103381,350271
1103381,479352
1103381,720208
1103381,769578
63077,219232
87930,2588
87930,399605
87930,419554
404061,622017
2959,2971
2959,36847
789850,658186
789850,789850
991035,261822
991035,401936
991035,769535
991035,915123
1064660,48083
1064660,340879
1064660,409823
1064660,479343
1064660,503685
1064660,769538
1064660,906434
587034,27584
587034,404101
587034,686667
264347,87930
574635,63576
574635,212905
574635,916881
933381,553428
18526,490183
18526,490211
18526,796191
3148,827
30602,608674
30602,810913
1128653,82864
1128653,592188
1128653,922143
894557,261822
894557,357061
894557,409825
894557,479398
894557,508195
894557,508212
894557,654710
894557,879498
894557,879508
1103407,167900
1103407,827177
1103407,946871
920238,770142
920238,916009
1111565,852811
1111565,979663
91116,291101
91116,757563
544190,157696
544190,370238
544190,1048319
544190,1077538
816703,87958
25364,167904
25364,508185
25364,508186
25364,654641
25364,660496
25364,677613
25364,769752
1114479,6809
1114479,72099
1114479,105682
1114479,421394
1114479,956572
1114479,956573
1114479,964012
706289,151581
787585,16185
787585,36845
787585,91375
787585,399605
787585,508346
787585,644926
787585,783639
528451,112489
528451,261822
528451,261856
528451,574716
528451,1047356
660590,2934
660590,773081
660590,1111271
367922,151581
367922,773110
969125,1041266
88068,775082
88068,940629
5806,757563
5806,982625
409770,242625
409770,409820
161410,7043
161410,7048
161410,7054
161410,161406
161410,323225
161410,516774
161410,686611
161410,776636
2706,769739
615167,91375
615167,229332
412114,134239
412114,827332
1050777,887277
2903,628559
2903,686667
2903,787556
2903,1057925
36813,615202
1021338,173810
1021338,380128
894999,725205
894999,762336
317104,405490
317104,409768
317104,409770
317104,409820
317104,508212
317104,654641
1107609,113098
1107609,861710
553519,528703
326101,368208
784190,134968
1008299,2898
1008299,78173
1008299,108586
1008299,132342
1008299,404101
1008299,490040
1008299,490053
1008299,554328
1008299,587034
1008299,628579
1008299,855311
245882,188987
245882,686984
245882,737189
245882,738006
245882,738021
967758,967757
797189,229375
456721,359233
166947,408248
632263,151508
632263,1000560
2804,508412
2804,1100520
135691,774529
544217,404111
326158,16004
326158,16072
859070,347185
859070,437147
859070,500509
859172,204935
451026,334275
817977,409816
817977,654696
160999,2934
160999,2939
160999,161001
160999,660615
260992,455587
260992,1007099
394,2003
135032,2561
135032,2565
135032,2609
1354,191
769528,2709
769528,30992
769528,479352
769528,496317
769528,927793
859015,24180
859015,554416
859015,586928
6815,796702
649864,2782
649864,261822
649864,347144
649864,915123
649864,927815
216538,216535
216538,331526
607473,331526
1066606,941088
1066606,1007099
496297,347186
496297,367473
496297,479398
496297,500524
496297,818003
496297,818004
279888,113098
279888,610240
279888,769436
859085,347144
859085,347185
859085,437147
859085,500509
859085,654710
859085,859070
687038,720514
6996,300117
6996,622110
6996,835663
6996,849664
6996,879991
1027117,63232
1027117,770333
604594,916871
686577,421123
686577,424931
892483,405449
892483,405490
636372,103490
636372,438509
145230,331802
1054,501715
1054,940528
810185,300117
810185,769538
810185,906434
339812,103490
71772,2852
71772,24091
71772,134953
71772,151563
71772,773081
219171,2709
219171,2728
219171,356988
219171,654641
219171,688770
219171,927793
25449,654641
25449,769752
25449,835615
25449,1121696
797245,91375
23981,797282
608711,2528
371293,212831
2887,78077
2887,399605
2887,783639
212831,259987
212831,644946
674873,835632
433460,885132
433460,933174
337902,2771
337902,508195
337902,614420
337902,809391
337902,894555
243645,432670
243645,528384
861905,564074
3986,479352
3986,991036
991340,135104
1025426,455660
976271,604162
976271,963403
710609,82935
710609,554168
710609,922100
3345,516
3345,1128
3345,1136
859079,242578
859079,541092
266841,2688
266841,2700
266841,2702
266841,48140
266841,123162
266841,496282
266841,508195
266841,541092
266841,654676
266841,654710
266841,879507
266841,915123
