pid,articleid,title,publication_date,joid,prid
4010,2648742,Page policy control with memory partitioning for DRAM performance and power efficiency,2013-09-04,,4123
687879,279998,Polylogarithmic-overhead piecemeal graph exploration,1998-07-24,,687883
326284,1077657,Power prediction for intel XScale&#174; processors using performance monitoring unit events,2005-08-08,,326361
829780,304967,Motion planning for a rigid body using random networks on the medial axis of the free space,1999-06-13,,829849
916881,502049,Building efficient wireless sensor networks with low-level naming,2001-10-21,,916893
135104,951169,"Validation, verification and evaluation",1994-10-17,,135109
587072,338604,Scheduling to minimize average stretch without migration,2000-02-01,,587159
7214,2181056,Design of an audio-based mobile journey planner application,2011-09-28,,7379
352033,1028821,Packet trace manipulation rramework for test labs,2004-10-25,,352064
4475,1995505,S.U.C.C.E.S.S.F.U.L.,2009-12-13,,5618
946064,780626,A stochastic process on the hypercube with applications to peer-to-peer networks,2003-06-09,,946089
437131,263618,Performance benefits of virtual channels and adaptive routing,1997-07-11,,437189
249486,1134010,Online performance auditing,2006-06-11,,249537
644929,378644,Sink-insertion for mesh improvement,2001-06-01,,644982
103493,276342,Approximate medians and other quantiles in one pass and with limited memory,1998-06-01,,103657
685727,260335,Development and evaluation of a model of behavioral representation techniques,1994-04-28,,686042
5058,1995714,Cooperative strategies to reduce ambulance diversion,2009-12-13,,5618
687080,375275,Bicubic subdivision-surface wavelets for large-scale isosurface representation and visualization,2000-10-01,,687169
974651,1095299,Software aspect of the CASSM system,1976-04-01,964011,
682733,1150522,GPLAG,2006-08-20,,682784
572586,808183,Design of instruction set architectures for support of high-level languages,1984-01-01,,572635
5048,1995711,Stakeholder engagement in health care simulation,2009-12-13,,5618
634240,1026743,Efficient 3D object retrieval using depth images,2004-10-15,,634282
940048,258363,Reconstruction of geological structures from heterogeneous and sparse data,1996-11-01,,940050
140999,378831,Using annotations to reduce dynamic optimization time,2001-05-01,,141032
172873,346884,Hardware-accelerated free-form deformation,2000-08-01,,172899
6585,1833281,Fully decentralized computation of aggregates over data streams,2010-07-25,,6619
6674,2007069,Application specific processor vs. microblaze soft core RISC processor,2011-07-21,,6786
2019,1409333,NEAT-o-Games,2008-09-02,,2092
867377,110589,A flexible communication abstraction for nonshared memory parallel computing,1990-10-01,,867477
82901,335423,A framework for expressing and combining preferences,2000-05-16,,83116
983424,31334,Conversion from data-driven to synchronous execution in loop programs,1987-10-01,961873,
1017169,967159,On the importance of importance,2001-07-01,964657,
6170,1690422,"Zuzen, a cloud-based framework for automated machinima generation",2009-10-29,,6543
737212,267066,Computing the separating surface for segmented data,1997-10-01,,737329
239172,343525,Adaptive and efficient mutual exclusion (extended abstract),2000-07-16,,239242
737961,601690,Efficient adaptive simplification of massive meshes,2001-10-21,,738122
1105006,260759,Virtual organization,1997-09-01,961004,
975065,356772,Editorial Policy,1979-06-01,961931,
1606,1559783,Web based presentation of semantically tagged 3D content for public sculptures and monuments in the UK,2009-06-16,,1647
644909,378612,Simplifying a polygonal subdivision while keeping it simple,2001-06-01,,644982
5409,1995828,Rapid deployment of simulation models for building construction applications,2009-12-13,,5618
5504,1995856,A simulation study of mutual influences of engineering change management process and new product development process,2009-12-13,,5618
1528,2167161,Lifetime Practice Award,2010-04-10,,1544
15930,314527,Motion planning of a ball amid segments in three dimensions,1999-01-01,,16396
161025,1064148,Learning smooth objects by probing,2005-06-06,,161056
1136867,792541,Algorithms adapting to point contention,2003-07-01,962389,
1374,1753693,Cooking with robots,2010-04-10,,1544
5347,1995803,A dynamic data-driven approach for rail transport system simulation,2009-12-13,,5618
894558,1038943,Conjoined-Core Chip Multiprocessing,2004-12-04,,894578
396202,285948,Retrospective: implementing precise interrupts in pipelined processors,1998-08-01,,396354
720206,320116,Value prediction for speculative multithreaded architectures,1999-11-16,,720215
554775,237596,Optimizing primary data caches for parallel scientific applications,1996-01-01,,554856
3012,1569150,Software development governance,2009-05-17,,3038
6858,117976,Equate,1991-11-01,,6885
587149,338659,Computing contour trees in all dimensions,2000-02-01,,587159
6964,181034,SIMD instruction cache,1994-08-01,,7069
77,1753350,Contravision,2010-04-10,,1544
339951,604485,Visual attention-based polygon level of detail management,2003-02-11,,340090
1966,1409319,Designing automated handheld navigation support,2008-09-02,,2092
686435,566454,Tradeoffs in power-efficient issue queue design,2002-08-12,,686502
6714,2007080,Modeling and designing of machine learning procedures as applied to game playing using artificial intelligence,2011-07-21,,6786
5865,1366865,Polar,2007-06-06,,6031
3384,2399117,The productive role of material design artefacts in participatory design events,2012-10-14,,3528
4291,1454059,Improving top-n recommendation techniques using rating variance,2008-10-23,,4312
82896,335421,A chase too far?,2000-05-16,,83116
611473,1026013,The Value Evolution Graph and its Use in Memory Reference Analysis,2004-09-29,,611479
216588,108941,Localization with non-individualized virtual acoustic display cues,1991-03-01,,216715
6141,1690415,Familiars,2009-10-29,,6543
23870,365412,Combinatorial approximation algorithms for the maximum directed cut problem,2001-01-09,,24194
628559,509947,Approximate clustering via core-sets,2002-05-19,,628649
2339,1658266,Social networking and scientific gateways,2009-11-20,,2411
702156,1278979,Software-based on-line energy estimation for sensor nodes,2007-06-25,,702202
1111719,234974,Memory systems,1996-03-01,961931,
6693,2007074,Ontology based semantic similarly ranking of documents,2011-07-21,,6786
4189,1454028,Critique graphs for catalogue navigation,2008-10-23,,4312
673434,141961,Ensuring semantic integrity of reusable objects (panel),1992-10-31,,673471
879,1753563,Family story play,2010-04-10,,1544
2992,997818,Random monotone paths on polyhedra,2004-06-08,,2998
524937,264352,Call graph construction in object-oriented languages,1997-10-09,,524985
1118471,346034,gular applications,2000-03-01,963401,
6287,1690452,Towards ambulatory brain-computer interfaces,2009-10-29,,6543
426187,187201,Debugging optimized code via tailoring,1994-08-01,,426199
1551,1559766,Chemical education using feelable molecules,2009-06-16,,1647
1118819,360429,Report on WebDB'2000,2000-06-01,968983,
628519,509917,The complexity of choosing an <i>H</i>-colouring (nearly) uniformly at random,2002-05-19,,628649
413821,1250814,Tight bounds for asynchronous randomized consensus,2007-06-11,,413979
946050,780612,Touring a sequence of polygons,2003-06-09,,946089
956566,949318,Lightweight confinement for featherweight java,2003-10-26,,956594
574688,958545,Poster abstract,2003-11-05,,574708
2968,997881,Inner and outer rounding of set operations on lattice polygonal regions,2004-06-08,,2998
880732,958438,Mutual disambiguation of 3D multimodal interaction in augmented and virtual reality,2003-11-05,,880854
588262,1274993,Sequencer virtualization,2007-06-17,,588311
393905,781138,Compile-time dynamic voltage scaling settings,2003-05-09,,393961
1122730,290183,On the space complexity of randomized synchronization,1998-09-01,962389,
263728,256976,Simulation for computer science majors,1996-11-08,,263764
15422,966632,Client mobility in rendezvous-notify,2003-06-08,,15444
686666,314650,Selection in the presence of noise,1994-01-23,,686692
160977,1064116,Sampling in dynamic data streams and applications,2005-06-06,,161056
2814,997827,The number of lines tangent to arbitrary convex polyhedra in 3D,2004-06-08,,2998
991402,507360,The XML typechecking problem,2002-03-01,961127,
3161,2399045,"Designing for, with or within",2012-10-14,,3528
145355,1178920,Computational support for compelling story telling,2006-06-14,,145430
824574,1166137,A simple speculative load control mechanism for energy saving,2006-09-16,,824582
65,1753346,A case study of micro-blogging in the enterprise,2010-04-10,,1544
638275,1168875,A spatial path scheduling algorithm for EDGE architectures,2006-10-20,,638343
787873,1080094,Metarouting,2005-08-22,,787930
741595,956808,Probabilistic discovery of time series motifs,2003-08-24,,741689
161394,258495,Reactive diffracting trees,1997-06-01,,161460
103474,276335,Integrating association rule mining with relational database systems,1998-06-01,,103657
829817,304992,Approximation and exact algorithms for minimum-width annuli and shells,1999-06-13,,829849
16393,314961,Fast and effective stripification of polygonal surface models,1999-01-01,,16396
3910,2648720,Coordinated refresh,2013-09-04,,4123
367934,220314,Efficient randomized algorithms for some geometric optimization problems,1995-09-01,,368011
53556,566585,Level set surface editing operators,2002-07-01,,53752
3496,2399153,Usability testing in real context of use,2012-10-14,,3528
491184,986020,Conference state estimation by biosignal processing,2004-04-24,,491693
928,1753572,How users manipulate deformable displays as input devices,2010-04-10,,1544
879898,328842,An architecture for machine learning with multiple reinforcers (abstract and figures only),1991-04-01,,879973
25346,305178,Software trace cache,1999-05-01,,25517
829877,1101877,Speculative execution for hiding memory latency,2004-09-29,,829882
649868,776274,Optimization for the Intel&#174; Itanium&#174; architecture register stack,2003-03-23,,649905
25487,305231,Nonlinear array layouts for hierarchical memory systems,1999-05-01,,25517
846613,367896,How difficult is the transition from OOA to OOD? (panel session),2000-01-01,,846824
347158,243861,Hot cold optimization of large Windows/NT applications,1996-12-02,,347204
23982,365476,Polygonal path approximation with angle constraints,2001-01-09,,24194
169509,268965,Fast interprocedural class analysis,1998-01-21,,169539
6613,1833287,Conformal prediction for distribution-independent anomaly detection in streaming vessel data,2010-07-25,,6619
3122,2399035,Collect and map it all,2012-10-14,,3528
512825,1198709,Image-based lighting,2005-07-31,,513018
5989,1366900,A complete and efficient strategy based on petri net in automated trust negotiation,2007-06-06,,6031
104120,1014110,On demand classification of data streams,2004-08-22,,104305
359238,778422,Mobility helps security in ad hoc networks,2003-06-01,,359298
441562,192732,Minimum register requirements for a modulo schedule,1994-11-30,,441598
1140964,310348,Unifying HCI,1998-10-01,968650,
1213,1753650,Designing patient-centric information displays for hospitals,2010-04-10,,1544
3173,2399049,"Checkpoints, hotspots and standalones",2012-10-14,,3528
502275,1057108,Project VIRGO,2005-04-02,,502321
508399,513434,Growing fat graphs,2002-06-05,,508415
4813,1995630,A Wiener measure theoretic approach to pricing extreme-value-related derivatives,2009-12-13,,5618
632036,1321673,Effective memory protection using dynamic tainting,2007-11-05,,632236
2561,949568,Exploring N-dimensional databases,1990-10-23,,2677
6651,2007062,Performance evaluation on segmentation methods for medical images,2011-07-21,,6786
682652,1150496,Suppressing model overfitting in mining concept-drifting data streams,2006-08-20,,682784
7119,808157,Principles of communicatively adequate man-machine interaction,1984-01-01,,7123
1322,1753679,Average task times in usability tests,2010-04-10,,1544
4274,1454053,Recommending scientific articles using citeulike,2008-10-23,,4312
108586,1060621,Optimal approximations of the frequency moments of data streams,2005-05-22,,108736
78133,644153,An improved approximation algorithm for the 0-extension problem,2003-01-12,,78315
1624,1559788,Proposed enhancements to the X3D geospatial component,2009-06-16,,1647
6023,1366911,A parallel LCS algorithm for biosequences alignment,2007-06-06,,6031
1087296,356779,About This Issue&#8230;,1979-09-01,961931,
970862,129892,The CAVE: audio visual experience automatic virtual environment,1992-06-01,961004,
816162,142710,Castles in the air revisited,1992-07-01,,816219
183810,169291,Perceptual vs. hardware performance in advanced acoustic interface design,1993-05-01,,183926
855302,1007401,Isotopic implicit surface meshing,2004-06-13,,855356
105693,320418,Implementing jalape&#241;o in Java,1999-10-01,,105731
611459,1026005,The Energy Impact of Aggressive Loop Fusion,2004-09-29,,611479
53144,1186993,"More sketchy, more AR, more fun!",2005-07-31,,53509
1979,1409322,Interactive auditory virtual environments for mobile devices,2008-09-02,,2092
6670,2007068,Integrated design space exploration based on power-performance trade-off using genetic algorithm,2011-07-21,,6786
302385,1073950,InkKit,2005-07-07,,302409
1076530,1062950,"Book review: Integration of Visual Modules An Extension of the Marr Paradigm By John (Yiannis) Aloimonos and David Shulman (Academic Press, London, 1990)",1991-09-01,963475,
592210,773176,Maintaining variance and k-medians over data stream windows,2003-06-09,,592225
1082807,234875,Designing stimulating programming assignments for an algorithms course,1996-09-01,962372,
250918,964508,Real world sensorization for observing human behavior and its application to behavior-to-speech,2004-01-13,,251011
232414,1176803,A case study of multi-threading in the embedded space,2006-10-22,,232433
849685,166112,New graph decompositions and fast emulations in hypercubes and butterflies,1993-08-01,,849700
4207,1454036,Integrating tags in a semantic content-based recommender,2008-10-23,,4312
417,1753439,The life and times of files and information,2010-04-10,,1544
4672,1995584,HPNS,2009-12-13,,5618
776633,215429,"On probabilistic networks for selection, merging, and sorting",1995-07-20,,776664
801929,1275195,A holistic approach to computer system design education based on system simulation techniques,1998-06-01,,801974
501658,1056859,GelForce,2005-04-02,,502321
657589,248111,Counting networks are practically linearizable,1996-05-01,,657609
3185,2399053,Exploring the design of hybrid interfaces for augmented posters in public spaces,2012-10-14,,3528
2593,949582,Design of an end-user data visualization system,1990-10-23,,2677
2756,379264,Removing architectural bottlenecks to the scalability of speculative parallelization,2001-05-01,,2786
1504,2167154,The 2010 SIGCHI Social Impact Award,2012-03-27,,1544
3943,2648728,TFET-based cellular neural network architectures,2013-09-04,,4123
915166,674165,Comparing and Combining Read Miss Clustering and Software Prefetching,2001-09-08,,915168
6717,2007081,Secured routing over MANET with power management,2011-07-21,,6786
206030,376906,Location based services in a wireless WAN using cellular digital packet data (CDPD),2001-05-20,,206042
5325,1995795,An ant colony optimization approach to solve cooperative transportation planning problems,2009-12-13,,5618
797183,314199,An efficient algorithm for terrain simplification,1997-01-05,,797287
477767,288399,Interactive visualization of serial periodic data,1998-11-01,,477815
725170,277138,What's between simulation and formal verification? (extended abstract),1998-05-01,,725390
639253,1185735,Image processing tools,2006-07-30,,639473
4266,1454050,Adaptive collaborative filtering,2008-10-23,,4312
94620,331569,ILP versus TLP on SMT,1999-01-01,,94769
104217,1014146,Mining scale-free networks using geodesic clustering,2004-08-22,,104305
1050779,358731,ACM president's letter:Pixel Art,1982-12-01,961004,
2950,997875,On the union of &#954;-round objects,2004-06-08,,2998
91228,225073,"Adding multiple cost constraints to combinatorial optimization problems, with applications to multicommodity flows",1995-05-29,,91388
293940,564877,Distributed object location in a dynamic network,2002-08-10,,294018
720446,319355,Hierarchical parallel coordinates for exploration of large datasets,1999-10-24,,720618
42315,253486,Collaborative software engineering (panel),1997-05-01,,42452
1124106,507055,Let caches decay,2002-05-01,963858,
710777,1066277,MYSTIQ,2005-06-14,,710855
688770,674310,Quantifying Instruction Criticality,2002-09-22,,688804
904032,984627,The impact of spatial correlation on routing with compression in wireless sensor networks,2004-04-26,,904144
359233,778418,A charging and rewarding scheme for packet forwarding in multi-hop cellular networks,2003-06-01,,359298
6723,2007083,RFID enabled cards skimming,2011-07-21,,6786
173672,504224,Fluid annotations in an open world,2001-09-10,,173786
1110814,306209,A new approach to the first theory course,1998-12-01,962726,
3412,2399129,"<i>Mo.</i> shared music, shared moment",2012-10-14,,3528
2010,1409331,Mobile interaction using steganographic image on mobile display,2008-09-02,,2092
18529,139429,Counting networks with arbitrary fan-out,1992-09-01,,18638
855311,1007413,Algorithms for dynamic geometric problems over data streams,2004-06-13,,855356
6639,2007059,Security policy implementation using connection and event log to achieve network access control,2011-07-21,,6786
323252,237521,On the communication throughput of buffered multistage interconnection networks,1996-06-24,,323303
333758,1073242,Evaluation of tone mapping operators using a High Dynamic Range display,2005-07-01,,333940
7186,2181046,Methods and network architecture for modifying extensible virtual environment to support mobility,2011-09-28,,7379
894566,1038950,AccMon,2004-12-04,,894578
5889,1366871,DUMAX,2007-06-06,,6031
151496,177436,Almost tight upper bounds for the single cell and zone problems in three dimensions,1994-06-10,,151601
3138,2399040,Assessing lag perception in electronic sketching,2012-10-14,,3528
978015,504612,Stable internet routing without global coordination,2001-12-01,967203,
859169,277935,Vector architectures,1998-07-13,,859177
922239,872862,TIMBER,2003-06-09,,922261
745334,570667,Minimum-energy broadcast in all-wireless networks,2002-09-23,,745362
351132,1133970,Decomposing memory performance,2006-06-10,,351163
505633,1148150,The cache-oblivious gaussian elimination paradigm,2006-07-30,,505678
540913,1341561,A holistic lexicon-based approach to opinion mining,2008-02-11,,540923
5735,1366828,Connectivity of mobile ad hoc sensor networks for vehicles,2007-06-06,,6031
536766,502247,Application specific architectures,2001-11-16,,536791
300121,115978,Comparative evaluation of latency reducing and tolerating techniques,1991-04-01,,300154
36893,336220,Kinetic connectivity for unit disks,2000-05-01,,36914
996594,1054927,The computation of market equilibria,2004-12-01,962726,
766,1753530,A longitudinal study of how highlighting web content change affects people's web interactions,2010-04-10,,1544
1079878,568457,Challenging students with creative assignments,2001-03-01,962726,
887666,281305,Object-oriented displays,1998-07-21,,888224
5095,1995723,Modeling and simulation of cataract surgery processes,2009-12-13,,5618
522540,642713,Is seeing believing?,2003-04-05,,522542
6690,2007073,Elliptic curve cryptography,2011-07-21,,6786
644931,378647,A segment-tree based kinetic BSP,2001-06-01,,644982
4637,1995570,Model reuse versus model development,2009-12-13,,5618
24151,365786,Optimal constrained graph exploration,2001-01-09,,24194
508385,513427,Three dimensional euclidean Voronoi diagrams of lines with a fixed number of orientations,2002-06-05,,508415
77708,215257,Using rotational mirrored declustering for replica placement in a disk-array-based video server,1995-01-01,,77909
710523,275359,Testing for termination of asynchronous parallel computations,1998-04-01,,710570
6989,181092,AT<supscrpt>2</supscrpt> bounds for a class of VLSI problems and string matching,1994-08-01,,7069
696096,279402,Design choices in the SHRIMP system,1998-04-16,,696108
1566,1559771,RTSG,2009-06-16,,1647
351998,1028805,Class-of-service mapping for QoS,2004-10-25,,352064
229410,313830,Subgraph isomorphism in planar graphs and related problems,1995-01-22,,229415
348748,344960,Tangible interaction + graphical interpretation,2000-07-01,,348795
604266,982874,A note on the nearest neighbor in growth-restricted metrics,2004-01-11,,604369
92,1753353,Catalyzing social support for breast cancer patients,2010-04-10,,1544
1170,1753638,Now let me see where i was,2010-04-10,,1544
34754,1251230,"Checking system rules using system-specific, programmer-written compiler extensions",2000-10-22,,34854
44,1753338,Let's go from the whiteboard,2010-04-10,,1544
4216,1454038,A new approach to evaluating novel recommendations,2008-10-23,,4312
78226,644200,Better algorithms for high-dimensional proximity problems via asymmetric embeddings,2003-01-12,,78315
599758,1086065,Perry Hoberman,2005-08-01,,600066
975448,568520,Locally adaptive dimensionality reduction for indexing large time series databases,2002-06-01,962660,
1050865,1198265,How to lease the internet in your spare time,2007-01-22,963665,
6788,117955,Making pure object-oriented languages practical,1991-11-01,,6885
111,1753358,ManyNets,2010-04-10,,1544
379064,259255,Combining active and passive simulations for secondary motion,1997-01-01,,379499
6983,181081,Experiences with parallel N-body simulation,1994-08-01,,7069
490002,545444,Closest-point problems simplified on the RAM,2002-01-06,,490111
1886,1409296,Playing different games on different phones,2008-09-02,,2092
669402,1026789,VITA,2004-10-15,,669436
68031,802179,How to assemble tree machines (Extended Abstract),1982-05-05,,68113
852799,637226,NetFlow,2002-11-06,,852839
5753,1366833,An adaptive admission control policy for geographically distributed web systems,2007-06-06,,6031
5328,1995797,Applying decision-oriented accounting principles for the simulation-based design of logistics systems in production,2009-12-13,,5618
296865,1341922,Why the lack of reproducibility is crippling research in data mining and what you can do about it,2007-08-12,,296884
593785,949409,Model driven architecture,2003-10-26,,593893
879479,564020,Modulo scheduling with integrated register spilling for clustered VLIW architectures,2001-12-01,,879516
5898,1366875,ISA,2007-06-06,,6031
3865,2648711,"An energy-efficient 5-MHz to 20-MHz, 12-bit reconfigurable continuous-time &#931;&#916; modulator for 4G-LTE application",2013-09-04,,4123
6662,2007065,A hybrid method for 3D face localization,2011-07-21,,6786
685744,260370,Comparative usability evaluation,1994-04-28,,686042
553552,1247100,Quadratic and cubic b-splines by generalizing higher-order voronoi diagrams,2007-06-06,,553611
2909,997861,Sampling and meshing a surface with guaranteed topology and geometry,2004-06-08,,2998
437095,263585,Increasing memory bandwidth with wide buses,1997-07-11,,437189
587066,338599,Algorithms for minimum volume enclosing simplex in <inline-equation> <f> <sc>R</sc><sup>3</sup></f> </inline-equation>,2000-02-01,,587159
916871,502041,Bugs as deviant behavior,2001-10-21,,916893
757455,266331,3DSketch,1997-11-01,,757537
575838,1080176,Detecting malicious network traffic using inverse distributions of packet contents,2005-08-22,,575870
425747,1065879,A hybrid approach to optimistic file system directory tree synchronization,2005-06-12,,425761
716,1753516,Where should i turn,2010-04-10,,1544
904621,1040913,A framework for designing intelligent task-oriented augmented reality user interfaces,2005-01-10,,904629
608685,949621,The asymptotic decider,1991-10-22,,608808
379077,259261,Model simplification using directional clustering,1997-01-01,,379499
2657,949600,Visualization for the information age,1990-10-23,,2677
258436,223813,An effective hash-based algorithm for mining association rules,1995-05-22,,258604
357039,379238,Architectural support for fast symmetric-key cryptography,2000-11-12,,357068
880027,325132,The directory-based cache coherence protocol for the DASH multiprocessor,1990-05-01,,880080
7040,181408,"<italic>O</italic>(log<supscrpt>2</supscrpt> <italic>n</italic>) time efficient parallel factorization of dense, sparse separable, and banded matrices",1994-08-01,,7069
984530,242260,Strategic directions in research on programming languages,1996-12-01,961931,
4710,1995597,Mic-core,2009-12-13,,5618
229360,313772,Lower bounds for linear satisfiability problems,1995-01-22,,229415
711,1753514,Video playdate,2010-04-10,,1544
79662,258929,Interprocedural conditional branch elimination,1997-05-01,,79715
108696,1060682,Derandomization of auctions,2005-05-22,,108736
219149,777419,A polynomial-time tree decomposition to minimize congestion,2003-06-07,,219242
291127,1007607,Graph indexing,2004-06-13,,291369
347144,243854,Trace cache,1996-12-02,,347204
582849,825760,"A Taxonomy of Branch Mispredictions, and Alloyed Prediction as a Robust Solution to Wrong-History Mispredictions",2000-10-15,,582867
581875,339640,Formal verification meets simulation (embedded tutorial) (abstract only),1999-11-07,,582006
3389,2399120,Introducing usability activities into open source software development projects,2012-10-14,,3528
341793,304218,A new method for similarity indexing of market basket data,1999-06-01,,341951
144,1753366,High-precision magnification lenses,2010-04-10,,1544
30173,1094891,Incremental exploratory visualization of relationships in large codebases for program comprehension,2005-10-16,,30454
601,1753486,Microblogging during two natural hazards events,2010-04-10,,1544
686589,314490,Clustering for faster network simplex pivots,1994-01-23,,686692
4807,1995627,Quantifying supply chain disruption risk using Monte Carlo and discrete-event simulation,2009-12-13,,5618
1046,1753602,Fear and the city,2010-04-10,,1544
116629,1242312,"Combining procedural, polygonal, and bitmap representations using XML",2002-07-21,,116706
859089,277854,Multipath execution,1998-07-13,,859177
969212,505661,Aggregate traffic performance with active queue management and drop from tail,2001-07-01,963665,
2956,997877,The criss-cross method can take &#937;(n<sup>d</sup>) pivots,2004-06-08,,2998
320342,1160835,SAgent,2006-05-08,,320643
7156,1985403,Architecture-based reliability analysis of web services in multilayer environment,2011-05-23,,7160
553511,1247077,Traversing a set of points with a minimum number of turns,2007-06-06,,553611
167925,277936,Modeling and optimizing I/O throughput of multiple disks on a bus (summary),1998-06-01,,167951
24091,365564,Morphing between polylines,2001-01-09,,24194
1130371,965746,On the effect of location inaccuracy on geographic face routing in wireless networks,2003-10-01,964035,
1110675,262310,Strategic directions in research in theory of computing,1997-09-01,962726,
4496,1995512,ExtendSim advanced techology,2009-12-13,,5618
500524,266833,Cache sensitive modulo scheduling,1997-12-01,,500531
783456,1080819,Topological hole detection in wireless sensor networks and its applications,2005-09-02,,783475
660634,1057462,Two algorithms for fast reclustering of dynamic meshed surfaces,2004-07-08,,660638
835632,113391,"Coding theory, hypercube embeddings, and fault tolerance",1991-06-01,,835672
359714,237104,Language-level support for exploratory programming of distributed virtual environments,1996-11-01,,359745
582813,825787,Register Queues,2000-10-15,,582867
496286,360137,The impact of delay on the design of branch predictors,2000-12-01,,496333
921928,1248435,Sparse parallel Delaunay mesh refinement,2007-06-09,,921936
638296,1168886,Recording shared memory dependencies using strata,2006-10-20,,638343
261837,605411,ECOSystem,2002-10-01,,261882
48273,1031525,Synopsis diffusion for robust aggregation in sensor networks,2004-11-03,,48446
699473,766007,Mr.Web,2003-04-05,,699754
1659,1409244,Always-on information,2008-09-02,,2092
1092481,1077468,"Fixed-parameter algorithms for (<i>k</i>, <i>r</i>)-center in planar graphs and map graphs",2005-07-01,964550,
242578,139705,Comparative performance evaluation of cache-coherent NUMA and COMA architectures,1992-04-01,,242732
787592,777826,Proximate planar point location,2003-06-08,,787643
775109,511501,Searching with numbers,2002-05-07,,775185
6869,117980,Reengineering of old systems to an object-oriented architecture,1991-11-01,,6885
2437,982462,Experiential Sampling for video surveillance,2003-11-02,,2462
4810,1995628,Estimating expected shortfall with stochastic kriging,2009-12-13,,5618
1007644,945732,The Piazza peer data management project,2003-09-01,961127,
1088586,859692,Voting and technology,2003-08-01,961004,
613485,320180,Incremental evaluation of computational circuits,1990-01-01,,613591
352050,1028833,A methodology for estimating interdomain web traffic demand,2004-10-25,,352064
2636,949595,Graphics and imaging,1990-10-23,,2677
333770,1073249,Dynamic response for motion capture animation,2005-07-01,,333940
492583,1125586,Board-based collaboration in cross-cultural pairs,2006-04-21,,493292
2666,949604,Personal visualization system,1990-10-23,,2677
1502,2167153,Agencies at the Interface,2010-04-10,,1544
431218,1128901,Conformal virtual colon flattening,2006-06-06,,431273
326107,301378,Multi-method dispatching,1999-05-01,,326166
6590,1833282,Detecting outliers on arbitrary data streams using anytime approaches,2010-07-25,,6619
769732,300993,Is SC + ILP = RC?,1999-05-01,,769754
858608,1281953,Robust global registration,2005-07-04,,858615
1388,1753696,Pacer,2010-04-10,,1544
217479,1070556,On approximating the depth and related problems,2005-01-23,,217543
502754,275527,EmVis&#8212;a visual e-mail analysis tool,1997-11-01,,502782
4865,1995647,Supporting interoperability using the discrete-event modeling ontology (DeMO),2009-12-13,,5618
983998,263886,Performance interactions between P-HTTP and TCP implementations,1997-04-01,963665,
5492,1995853,Simulation in retail,2009-12-13,,5618
564073,544495,Defining a global view of CS education research,2002-06-24,,564118
6402,1690479,Yaminabe YAMMY,2009-10-29,,6543
2851,997839,New results on shortest paths in three dimensions,2004-06-08,,2998
5588,1995881,A dynamic architecture for increased passenger queue model fidelity,2009-12-13,,5618
16024,314580,Shortest paths in an arrangement with <italic>k</italic> line orientations,1999-01-01,,16396
919828,1005745,Combining routing and traffic data for detection of IP forwarding anomalies,2004-06-01,,919849
1100520,363652,Dynamic planar convex hull operations in near-logarithmic amortized time,2001-01-01,962389,
1068507,965998,Service overlay networks,2003-12-01,967203,
1110811,306204,An overview of semistructured data,1998-12-01,962726,
776636,215431,Parallel sorting with limited bandwidth,1995-07-20,,776664
821391,1242545,General floorplan for reversible quantum-dot cellular automata,2007-05-07,,821454
396051,262983,A new algorithm for computing shortest paths in weighted planar subdivisions (extended abstract),1997-08-01,,396174
983634,201066,Efficient implementation of adaptive software,1995-03-01,961873,
587031,338272,Approximate congruence in nearly linear time,2000-02-01,,587159
1013750,1089009,Exploring the limits of leakage power reduction in caches,2005-09-01,964641,
41484,1152162,Core architecture optimization for heterogeneous chip multiprocessors,2006-09-16,,41600
261051,1064278,TurboSMARTS,2005-06-06,,261060
788811,319134,Direct manipulation techniques for 3D objects using 2D locator devices,1987-01-01,,788820
3019,1569152,Software development under bounded rationality and opportunism,2009-05-17,,3038
4401,1995460,Introduction to simulation,2009-12-13,,5618
575864,1080189,Learning-based anomaly detection in BGP updates,2005-08-22,,575870
483684,143419,Register requirements of pipelined processors,1992-08-01,,483742
1031954,1105748,DRAMsim,2005-11-01,963401,
509535,365301,Better home shopping or new democracy?,2001-03-01,,509585
48817,965412,Mesh modelling with curve analogies,2003-07-27,,49281
1135144,1052814,An empirical evaluation of internet latency expansion,2005-01-01,963665,
259987,313282,Routing with guaranteed delivery in <italic>ad hoc</italic> wireless networks,1999-08-01,,260002
495089,1266938,The arbitrary Boolean publish/subscribe model,2007-06-20,,495096
188584,1141992,Streaming computation of Delaunay triangulations,2006-07-01,,188652
492763,1125644,Attention meter,2006-04-21,,493292
116073,1242127,Unsolved problems in mobile computer graphics and interaction,2002-07-21,,116706
1842,1409285,Evaluation of pause intervals between haptic/audio cues and subsequent speech information,2008-09-02,,2092
1041042,1144379,When news is more than what makes headlines,2005-12-01,966599,
3490,2399152,NeuroPad,2012-10-14,,3528
181712,1034485,Simplifying Flexible Isosurfaces Using Local Geometric Measures,2004-10-10,,181890
1133546,501789,The virtual mesh,2001-07-01,961832,
181642,1034466,Topology Visualization of the Optical Power Flow through a Novel C-Shaped Nano-Aperture,2004-10-10,,181890
105200,327143,Issues related to MIMD shared-memory computers,1985-06-01,,105321
4626,1995566,A novel sequential design strategy for global surrogate modeling,2009-12-13,,5618
